,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_movie_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,movie_score,aspect_ratio,movie_facebook_likes,profit
4680,Color,Ti West,292.0,101.0,243.0,74.0,Jake Ryan,969.0,77501.0,Horror,Lena Dunham,The Innkeepers ,27260,1252,Pat Healy,0.0,bathtub|dead body in a bathtub|dead body in bathtub|hotel|inn,http://www.movie.com/title/tt1594562/?ref_=fn_tt_tt_1,247.0,English,USA,R,750000.0,2011.0,128.0,5.5,2.35,0,-672499.0
4684,Color,Oliver Blackburn,114.0,99.0,4.0,201.0,Nichola Burley,1000.0,18378.0,Crime|Drama|Horror|Thriller,Julian Morris,Donkey Punch ,9376,1558,Tom Burke,0.0,male frontal nudity|male nudity|male pubic hair|male rear nudity|spain,http://www.movie.com/title/tt0988849/?ref_=fn_tt_tt_1,74.0,English,UK,R,900000.0,2008.0,233.0,5.2,1.85,0,-881622.0
4751,Color,Quentin Dupieux,230.0,82.0,248.0,196.0,Jack Plotnick,353.0,98017.0,Comedy|Fantasy|Horror,Haley Ramm,Rubber ,26185,1498,Cecelia Antoinette,0.0,desert|dump|show|spectator|tire,http://www.movie.com/title/tt1612774/?ref_=fn_tt_tt_1,170.0,English,France,R,500000.0,2010.0,248.0,5.8,1.85,46000,-401983.0
4758,Color,Alex Craig Mann,29.0,87.0,38.0,445.0,Christa B. Allen,552.0,1332.0,Comedy|Horror,Justin Chon,Detention of the Dead ,2038,2251,Max Adler,6.0,based on play|blood|independent film|teenager|zombie,http://www.movie.com/title/tt1865346/?ref_=fn_tt_tt_1,20.0,English,USA,Not Rated,500000.0,2012.0,533.0,4.6,2.35,898,-498668.0
4784,Color,Lloyd Kaufman,88.0,103.0,365.0,49.0,Lloyd Kaufman,907.0,23000.0,Comedy|Horror|Musical,John Karyus,Poultrygeist: Night of the Chicken Dead ,5931,1411,Kate Graham,0.0,castration|chicken|fast food|indian burial ground|protest,http://www.movie.com/title/tt0462485/?ref_=fn_tt_tt_1,58.0,English,USA,Unrated,500000.0,2006.0,365.0,6.2,1.85,0,-477000.0
4797,Color,Sue Corcoran,8.0,96.0,14.0,6.0,Sue Corcoran,361.0,11798.0,Comedy|Fantasy|Horror|Musical,Tony Doupe,Gory Gory Hallelujah ,179,387,David Frederick White,2.0,conspiracy|feminist|hippie|motorcycle|slapstick comedy,http://www.movie.com/title/tt0396041/?ref_=fn_tt_tt_1,18.0,English,USA,,100000.0,2003.0,14.0,4.7,1.78,39,-88202.0
4802, Black and White,Lucio Fulci,203.0,82.0,385.0,22.0,David Warbeck,48.0,126387.0,Horror,Catriona MacColl,The Beyond ,14985,123,Al Cliver,0.0,doctor|hell|hotel|painter|plumber,http://www.movie.com/title/tt0082307/?ref_=fn_tt_tt_1,253.0,Italian,Italy,X,400000.0,1981.0,22.0,6.9,2.35,2000,-273613.0
4814,Color,Franck Khalfoun,279.0,89.0,33.0,118.0,Nora Arnezeder,470.0,12843.0,Horror|Thriller,America Olivo,Maniac ,27297,1233,Liane Balaban,0.0,exhibition|mannequin|obsession|oral sex|photographer,http://www.movie.com/title/tt2103217/?ref_=fn_tt_tt_1,131.0,English,France,Not Rated,6000000.0,2012.0,378.0,6.1,2.35,0,-5987157.0
4964,Color,E.L. Katz,193.0,88.0,3.0,307.0,Ethan Embry,3000.0,59379.0,Comedy|Crime|Drama|Horror|Thriller,Brighton Sharbino,Cheap Thrills ,12796,4729,Elissa Dowling,3.0,cocaine|extramarital affair|sex|shooting|violence,http://www.movie.com/title/tt2389182/?ref_=fn_tt_tt_1,52.0,English,USA,Not Rated,200000.0,2013.0,982.0,6.8,2.35,0,-140621.0
5029,Color,Kiyoshi Kurosawa,78.0,111.0,62.0,6.0,Anna Nakagawa,89.0,94596.0,Crime|Horror|Mystery|Thriller,Kôji Yakusho,The Cure ,6318,115,Denden,0.0,breasts|interrogation|investigation|murder|watching television,http://www.movie.com/title/tt0123948/?ref_=fn_tt_tt_1,50.0,Japanese,Japan,,1000000.0,1997.0,13.0,7.4,1.85,817,-905404.0
